1542378987.000000, IBI
40.236217,0.937543
41.158134,0.921917
46.549006,0.921917
47.408420,0.859414
48.314712,0.906291
72.581447,0.843789
73.378359,0.796911
95.707506,1.046923
96.785680,1.078174
97.848229,1.062549
98.785772,0.937543
99.801443,1.015671
100.770238,0.968794
101.660903,0.890666
102.660949,1.000046
103.645369,0.984420
104.598538,0.953169
105.676712,1.078174
106.801764,1.125051
107.848687,1.046923
108.895610,1.046923
109.942533,1.046923
110.911327,0.968794
111.895747,0.984420
118.099156,1.046923
119.208582,1.109426
144.459737,0.984420
159.491675,1.062549
160.444844,0.953169
161.429264,0.984420
162.476187,1.046923
163.538736,1.062549
164.585659,1.046923
165.663833,1.078174
166.992019,1.328186
168.148322,1.156303
187.211694,1.078174
188.133611,0.921917
189.289914,1.156303
193.274472,1.015671
199.087238,0.828163
221.416385,0.890666
222.322676,0.906291
223.244594,0.921917
224.260265,1.015671
225.260311,1.000046
226.182228,0.921917
227.026017,0.843789
227.776051,0.750034
228.666717,0.890666
229.541757,0.875040
230.416797,0.875040
231.244960,0.828163
232.182503,0.937543
233.166923,0.984420
234.041963,0.875040
234.995131,0.953169
236.057680,1.062549
271.137411,0.875040
272.059328,0.921917
273.043748,0.984420
274.028168,0.984420
274.950085,0.921917
275.950131,1.000046
276.997054,1.046923
278.043977,1.046923
278.981520,0.937543
280.028443,1.046923
281.090991,1.062549
293.888452,0.921917
294.763492,0.875040
295.701035,0.937543
296.638578,0.937543
297.544870,0.906291
298.419910,0.875040
299.279324,0.859414
300.201241,0.921917
301.201287,1.000046
302.154456,0.953169
303.201379,1.046923
304.326430,1.125051
305.357727,1.031297
306.467153,1.109426
307.592205,1.125051
308.607876,1.015671
309.670425,1.062549
310.748599,1.078174
311.717393,0.968794
312.748691,1.031297
313.842491,1.093800
314.858162,1.015671
315.920711,1.062549
317.045762,1.125051
383.267544,0.953169
384.408221,1.140677
391.767933,0.875040
392.689850,0.921917
393.658644,0.968794
394.580561,0.921917
395.518104,0.937543
396.533776,1.015671
403.268459,0.890666
404.221628,0.953169
405.174796,0.953169
406.112339,0.937543
407.065508,0.953169
408.049928,0.984420
408.971845,0.921917
409.987517,1.015671
411.034440,1.046923
412.065737,1.031297
413.097034,1.031297
414.190834,1.093800
415.253383,1.062549
416.269054,1.015671
417.253474,0.984420
429.738421,1.000046
430.675964,0.937543
431.660384,0.984420
432.597927,0.937543
433.535470,0.937543
434.457387,0.921917
435.348053,0.890666
436.254344,0.906291
437.145010,0.890666
438.160681,1.015671
439.082598,0.921917
440.051393,0.968794
441.020187,0.968794
441.988981,0.968794
442.973402,0.984420
443.989073,1.015671
444.926616,0.937543
445.942287,1.015671
446.848579,0.906291
447.786122,0.937543
448.676788,0.890666
449.661208,0.984420
450.614376,0.953169
451.614422,1.000046
452.661345,1.046923
453.692642,1.031297
454.802068,1.109426
455.833365,1.031297
456.770908,0.937543
457.786580,1.015671
458.771000,0.984420
459.739794,0.968794
460.708588,0.968794
461.771137,1.062549
462.755557,0.984420
463.818106,1.062549
471.380952,0.953169
472.271618,0.890666
473.256038,0.984420
474.287335,1.031297
486.991041,1.000046
488.069216,1.078174
489.178642,1.109426
490.225564,1.046923
491.319365,1.093800
492.350662,1.031297
493.366333,1.015671
502.569880,1.015671
503.663680,1.093800
504.788731,1.125051
505.804403,1.015671
506.882577,1.078174
507.929500,1.046923
508.835791,0.906291
509.726457,0.890666
510.648374,0.921917
520.055055,0.953169
520.976972,0.921917
521.961392,0.984420
522.977064,1.015671
523.914607,0.937543
524.852149,0.937543
525.805318,0.953169
526.742861,0.937543
527.602275,0.859414
528.508567,0.906291
529.508613,1.000046
530.477407,0.968794
531.368073,0.890666
532.149359,0.781286
532.899393,0.750034
533.727556,0.828163
534.758853,1.031297
541.071642,1.218806
542.290448,1.218806
543.243616,0.953169
556.587977,1.015671
557.681777,1.093800
558.744326,1.062549
559.822500,1.078174
560.900675,1.078174
561.931972,1.031297
563.025772,1.093800
564.119572,1.093800
565.182121,1.062549
566.229043,1.046923
567.322844,1.093800
568.432269,1.109426
569.494818,1.062549
570.526115,1.031297
571.619915,1.093800
572.682464,1.062549
573.666884,0.984420
574.682555,1.015671
575.698227,1.015671
576.651396,0.953169
577.635816,0.984420
593.324034,1.062549
594.324080,1.000046
595.292874,0.968794
596.214791,0.921917
597.121083,0.906291
598.043000,0.921917
598.902414,0.859414
599.808706,0.906291
600.777500,0.968794
601.730669,0.953169
602.699463,0.968794
603.683883,0.984420
604.590174,0.906291
605.558969,0.968794
606.574640,1.015671
607.543435,0.968794
608.543480,1.000046
609.559152,1.015671
610.527946,0.968794
611.512366,0.984420
612.543664,1.031297
613.606212,1.062549
614.606258,1.000046
615.621929,1.015671
616.684478,1.062549
617.684524,1.000046
618.700195,1.015671
619.747118,1.046923
631.450779,1.015671
644.904520,0.984420
645.763934,0.859414
646.654600,0.890666
647.592143,0.937543
669.640027,1.093800
670.655698,1.015671
671.686996,1.031297
685.937648,1.046923
686.968945,1.031297
687.968991,1.000046
689.015914,1.046923
690.062837,1.046923
691.031631,0.968794
691.984800,0.953169
702.219643,0.968794
703.313443,1.093800
704.360366,1.046923
713.392030,0.953169
714.392075,1.000046
715.485875,1.093800
721.876793,1.015671
722.861213,0.984420
723.845633,0.984420
724.798802,0.953169
725.767596,0.968794
726.752016,0.984420
727.611430,0.859414
728.642728,1.031297
729.549019,0.906291
730.455311,0.906291
731.377228,0.921917
732.361648,0.984420
733.205436,0.843789
738.611934,0.843789
739.486974,0.875040
740.377640,0.890666
741.190177,0.812537
741.908960,0.718783
742.690246,0.781286
743.440280,0.750034
744.299694,0.859414
748.893655,1.046923
749.846823,0.953169
750.721863,0.875040
751.643780,0.921917
752.628201,0.984420
753.659498,1.031297
754.612666,0.953169
755.550209,0.937543
774.332319,1.078174
775.285488,0.953169
776.285533,1.000046
777.348082,1.062549
778.551262,1.203180
779.426302,0.875040
793.708206,0.906291
794.630123,0.921917
795.520789,0.890666
796.427080,0.906291
805.396241,1.140677
806.333784,0.937543
807.396333,1.062549
808.349501,0.953169
809.380798,1.031297
810.474598,1.093800
811.521521,1.046923
812.630947,1.109426
813.709121,1.078174
814.709167,1.000046
815.787342,1.078174
816.881142,1.093800
817.928065,1.046923
818.896859,0.968794
819.943782,1.046923
820.928202,0.984420
821.896996,0.968794
822.709533,0.812537
823.568948,0.859414
824.381485,0.812537
825.240899,0.859414
825.897179,0.656280
826.803471,0.906291
827.694137,0.890666
828.412920,0.718783
829.225457,0.812537
830.053620,0.828163
830.944285,0.890666
831.897454,0.953169
832.678740,0.781286
833.491277,0.812537
834.350691,0.859414
835.210106,0.859414
836.022643,0.812537
836.882057,0.859414
837.741472,0.859414
838.554009,0.812537
839.413423,0.859414
840.272837,0.859414
841.132252,0.859414
841.960415,0.828163
842.913583,0.953169
843.804249,0.890666
844.835546,1.031297
845.773089,0.937543
846.648129,0.875040
847.538795,0.890666
848.398209,0.859414
849.335752,0.937543
850.242044,0.906291
851.257715,1.015671
852.335890,1.078174
853.382812,1.046923
854.507864,1.125051
855.586038,1.078174
856.601710,1.015671
857.664258,1.062549
904.494527,0.984420
905.572701,1.078174
906.494619,0.921917
907.604044,1.109426
908.541587,0.937543
909.494756,0.953169
910.432299,0.937543
911.416719,0.984420
912.323010,0.906291
913.260553,0.937543
925.292354,0.781286
934.652158,0.890666
942.105624,1.109426
972.825780,1.125051
973.841451,1.015671
974.841497,1.000046
975.810292,0.968794
1005.655408,0.828163
1021.640514,0.921917
1022.640560,1.000046
1023.453097,0.812537
1024.156255,0.703157
1031.797229,1.031297
1032.797275,1.000046
1033.703567,0.906291
1034.641109,0.937543
1035.625530,0.984420
1036.609950,0.984420
1037.563118,0.953169
1038.594415,1.031297
1047.376067,0.859414
1048.110476,0.734409
1048.954265,0.843789
1049.907433,0.953169
1059.907891,0.984420
1060.923563,1.015671
1061.892357,0.968794
1062.814274,0.921917
1063.704940,0.890666
1069.392700,0.968794
1070.408372,1.015671
1071.392792,0.984420
1072.392838,1.000046
1073.439760,1.046923
1074.392929,0.953169
1075.299221,0.906291
1076.283641,0.984420
1080.127567,1.031297
1081.049484,0.921917
1082.002652,0.953169
1083.018324,1.015671
1092.550010,1.015671
1093.581307,1.031297
1094.596979,1.015671
1095.643902,1.046923
1096.581445,0.937543
1097.581491,1.000046
1098.565911,0.984420
1099.706588,1.140677
1100.722259,1.015671
1101.675428,0.953169
1102.691099,1.015671
1103.706771,1.015671
1144.614893,0.906291
1150.990185,1.046923
