1542381668.000000, 1542381668.000000, 1542381668.000000
32.000000, 32.000000, 32.000000
5,49,-41
6,49,-41
7,49,-44
7,49,-44
6,49,-44
6,49,-44
6,49,-43
7,48,-42
8,48,-43
8,48,-43
9,48,-42
9,48,-43
8,48,-43
9,48,-44
8,48,-45
8,48,-44
8,48,-44
10,49,-43
9,48,-43
10,48,-41
10,47,-40
10,47,-39
10,46,-40
10,42,-43
11,46,-45
12,47,-42
11,44,-42
7,42,-47
6,42,-50
4,43,-51
4,41,-51
4,40,-50
4,38,-48
6,33,-42
-1,36,-43
-4,38,-42
-8,40,-45
-19,39,-57
-37,37,-73
-36,29,-65
-40,30,-63
-45,29,-63
-49,29,-56
-38,28,-36
-35,28,-27
-47,27,-15
-46,27,-7
-36,29,1
-33,29,8
-31,31,19
-22,32,24
-4,26,35
-6,24,41
-15,20,48
-17,10,60
-19,5,64
-22,1,58
-31,-4,114
-42,-4,97
-28,6,48
-11,2,49
-1,-11,76
-8,7,68
-10,10,52
-12,6,54
-8,0,58
-12,-4,60
-4,-9,57
-5,-13,56
-12,-22,64
-9,-22,64
-14,-23,61
-24,-21,55
-20,-19,58
-17,-18,62
-10,-20,61
-3,-21,61
-8,-18,65
-6,-13,65
0,-3,72
11,19,49
20,23,40
16,19,41
5,16,49
-20,11,65
-16,3,70
-4,-8,63
-17,-14,56
-66,-28,64
-43,-26,56
-2,-17,63
10,-10,65
6,-1,65
1,-3,66
4,-5,59
4,-5,56
9,-3,55
-8,-12,50
-18,-9,57
11,3,69
11,2,63
-11,-6,60
-10,-6,58
-54,-16,56
-30,-10,65
1,-15,64
-2,-15,69
17,-2,64
9,-12,51
4,2,41
-12,-18,44
24,-5,49
18,-6,70
14,-8,62
-11,-11,59
-21,-15,53
-23,-14,63
-6,-12,80
-2,-13,59
-18,-14,56
14,-10,85
14,8,64
-27,-30,36
14,2,45
26,5,53
35,-4,59
32,-5,62
-3,-19,53
-3,-30,55
-13,-22,46
-48,-20,53
-25,-14,80
-12,-10,63
9,-4,54
1,-29,70
2,-4,57
5,-2,55
20,-11,46
27,5,63
21,-2,69
6,-5,57
-14,-10,60
-22,-17,55
-22,-11,48
-43,1,53
-19,-5,80
-6,-1,64
5,-7,57
-14,1,57
-32,-22,55
-9,0,60
4,-1,51
15,4,47
25,-8,55
12,-11,58
-18,-24,67
-15,-21,66
1,-7,55
-8,-1,50
-18,3,68
-5,0,69
-5,4,65
-4,-1,61
-4,-10,56
4,0,73
-17,-20,55
6,-3,57
20,-5,51
24,-9,37
12,-17,69
-28,-26,69
-23,-21,64
-6,-3,50
-19,0,56
-12,7,66
-8,3,69
-15,4,67
-6,-1,61
-4,3,64
-1,16,61
11,9,59
33,-3,47
28,-36,22
2,-27,71
